!WOW!|Mills Novelty Company|March, 1932|1|ME|Unknown
Knicker Bocker|Stoner Manufacturing Company|March, 1934|1|Unknown|Unknown
Knickerbocker|Chicago Coin Machine Manufacturing Company|April 13, 1934|1|ME|Unknown
Knock Out|D. Gottlieb &amp; Company|December, 1950|1|EM|Sports - Boxing
Knock Out The Japs|Victory Games|October, 1942|1|EM|Wartime - Patriotic
Knock-Out Junior|Superior Amusement Company|July, 1934|1|Unknown|Unknown
Knock-Out Senior|Superior Amusement Company|June, 1934|1|Unknown|Unknown
KnocKnock|Osbrink Games Company|Unknown|1|EM|Unknown
Knockout|Automatic Amusements Company|1935|1|EM|Unknown
Knockout|Bally Manufacturing Corporation|April, 1975|2|EM|Sports - Boxing
Knockout|Exhibit Supply Company|August, 1941|1|EM|Sports - Boxing
Knockout Blow|Sega Enterprises, Ltd.|May, 1978|2|SS|Sports - Boxing
KnoKOut|Bensa|1974|1|EM|Sports - Boxing
Koala Silver Prince|Unknown Manufacturer|Unknown|1|ME|Unknown
Komet|Treff Automaten|October, 1954|1|EM|Space Age - Space Exploration - Outer Space
Kong Kong|American Mill and Manufacturing Company|November 20, 1931|1|ME|Unknown
Kontest Bomber|Gillispie Games Company|1946|1|EM|Aircraft - Airplanes - Aviation - Flying - Warfare
Kontest Poker|Gillispie Games Company|own|Unknown|EM|Unknown
Kow Tow|Bay City Games, Incorporated|March, 1932|1|ME|Unknown
Krazy Komics|Artists and Creators Guild Incorporated|May, 1932|1|ME|Unknown
Kriss-Kross|A &amp; M Vending Machine Company|September, 1932|1|ME|Unknown
Krull|D. Gottlieb &amp; Company, a Columbia Pictures Industries Company|February, 1983|4|SS|Fantasy - Licensed Theme
Krull II|Mylstar Electronics, Incorporated|Unknown|4|SS|Fantasy
Ku-Ku|Universal Novelty Manufacturing Company|October, 1932|1|ME|Unknown
Kuwait|Maquinas Recreativas Sociedad Anonima|own|Unknown|EM|Unknown
KZ-26|Playmatic|1984|4|SS|Outer Space - Fantasy
l'arlequin|Unknown Manufacturer|Unknown|1|ME|Unknown
L'Etoile|Lenoble|April, 1934|1|ME|Unknown
L'Hexagone|Christian Automatic|April, 1986|4|SS|Unknown
La Comete|Unknown Manufacturer|Unknown|1|ME|Outer Space
La Retata|Geiger-Automatenbau GmbH|1992|4|SS|Unknown
La Tour de Paris|Bonzini et Sopransi|Unknown|1|ME|World Places
La Vie Parisienne|Bally Manufacturing Corporation|1980|4|SS|Entertainment - Happiness - Historical
Lady Death|Geiger-Automatenbau GmbH|1983|4|SS|Fantasy - Vampires
Lady Luck|Recel S. A.|November, 1976|4|EM|Cards/Gambling
Lady Luck|Pacific Amusement Manufacturing Company|October, 1937|1|EM|Unknown
Lady Luck|Bally Wulff|1986|4|SS|Playing Cards - Poker
Lady Luck|Bally Midway Manufacturing Company|March, 1986|4|SS|Playing Cards - Poker
Lady Luck|D. Gottlieb &amp; Company|August 06, 1954|1|EM|Unknown
Lady Luck|Taito do Brasil, a division of Taito, Japan|Unknown|4|SS|Gambling
Lady Luck|Williams Electronics, Incorporated|March 27, 1968|2|EM|Playing Cards - Gambling - Blackjack
Lady Robin Hood|D. Gottlieb &amp; Company|January 31, 1948|1|EM|Unknown
Lady Savana|Alco|Unknown|4|Unknown|Fantasy
Lady Sharpshooter|Game Plan, Incorporated|May, 1985|2|SS|American West
Laguna Beach|Bally Manufacturing Corporation|Unknown|1|EM|Beach - Swimming
Lai-Lani|Bally Manufacturing Corporation|Unknown|1|EM|American Places - Hawaii
Lancer|Exhibit Supply Company|February, 1940|1|EM|Adventure - History - Jousting - Medieval
Lancers|D. Gottlieb &amp; Company|August, 1961|2|EM|Cavalry - Military
Landing on Venus|Rally a.k.a. Rally Play Company|1965|1|EM|Outer Space - Fantasy
Landslide|Exhibit Supply Company|September, 1940|1|EM|Unknown
Lap By Lap|Industria (Electromecánica) de Recreativos S.A|1986|4|SS|Sports - Auto Racing
Laramie|Maquinas Recreativas Sociedad Anonima|1976|2|EM|American West
Lariat|Nate Schneller Incorporated|January, 1949|1|EM|Unknown
Lariat|D. Gottlieb &amp; Company|September, 1969|2|EM|Western
Las Vegas|T.H. Bergmann &amp; Company|Unknown|2|EM|American Places
Las Vegas|Mattel Electronics Company|1977|4|Unknown|Gambling
Las Vegas|Talleres del Llobregat S.A. [Automaticos]|1967|1|EM|American Places - Gambling
Las Vegas|Chicago Coin Machine Manufacturing Company|December, 1972|1|EM|Unknown
Las Vegas|Dama S.R.L.|1970|1|EM|Unknown
Laser Ball|Williams Electronics, Incorporated|December, 1979|4|SS|Outer Space - Fantasy
Laser Cue|Williams Electronics, Incorporated|February, 1984|4|SS|Billiards - Outer Space - Fantasy
Laser War|Data East Pinball, Incorporated|May, 1987|4|SS|Fantasy
Last Action Hero|Data East Pinball, Incorporated|August 09, 1993|4|SS|Celebrities - Fictional - Licensed Theme
Last Lap|Playmatic|September, 1978|4|SS|Sports - Auto Racing
Last Lap (Alternate Version)|Playmatic|Unknown|4|SS|Sports - Auto Racing
Last Round|Unknown Manufacturer|Unknown|2|EM|Sports - Boxing
Last Supper||Unknown|2|EM|Religious
Latonia|Stoner Manufacturing Company|June, 1937|1|EM|Unknown
Laura|Williams Manufacturing Company|November, 1945|1|EM|Girls/Women
Lawman|Unknown Manufacturer|Unknown|1|EM|Unknown
Lawman|D. Gottlieb &amp; Company|October, 1971|2|EM|American West - Law Enforcement
Lazer Lord|Stern Electronics, Incorporated|October, 1984|4|SS|Fantasy
Lazy-Q|Williams Manufacturing Company|December 18, 1953|1|EM|Western
Le Diamant|E. Grulet &amp; Cie|Unknown|1|ME|Unknown
Le Grand 8|Christian Automatic|1985|4|SS|Amusement Park - Roller Coasters
Le grand Carrousel|SIRMO Games S.A.|Unknown|1|SS|Unknown
Le King|Jeutel|1983|4|SS|Arcade Games - Pinball - Truck Driving
Le Passe Partout|Unknown Manufacturer|Unknown|1|ME|Unknown
Le Roulis|Compagnie Industrielle Des appareils Automatiques|Unknown|1|ME|Unknown
Lead Off|Bally Manufacturing Corporation|July, 1940|1|EM|Sports - Baseball
Leader|United Manufacturing Company|October, 1951|1|EM|Unknown
Leader|Exhibit Supply Company|August, 1940|1|EM|Aircraft - Naval - Ships
League Leader|J. H. Keeney and Company Incorporated|1958|1|EM|Sports - Baseball
League Leader|Success Manufacturing Corporation|February, 1941|1|EM|Unknown
Leap Ball|Royal Novelty Company|August, 1932|1|ME|Unknown
Leap Frog|The Ad-Lee Company, Incorporated|1935|1|ME|Unknown
Leap Frog|Scientific Machine Corporation|May, 1936|1|EM|Unknown
Leap Year|Marvel Manufacturing Company|April, 1948|1|EM|Unknown
Lectronamo|Stern Electronics, Incorporated|August, 1978|4|SS|Fantasy
Left or Right|Pacific Amusement Manufacturing Company|May, 1935|1|EM|Unknown
Legend||own|Unknown|SS|Unknown
Legionnaire|Chicago Coin Machine Manufacturing Company|July 18, 1941|1|EM|Military
Leland (Sr)|Chicago Coin Machine Manufacturing Company|September, 1933|1|ME|Unknown
Leland (STD)|Chicago Coin Machine Manufacturing Company|September, 1933|1|ME|Unknown
Les 10 Cases|Unknown Manufacturer|Unknown|1|ME|Unknown
Les Étoiles|Unknown Manufacturer|Unknown|1|ME|Unknown
Les Flèches|Magister|1934|1|ME|Unknown
Lethal Weapon 3|Data East Pinball, Incorporated|June 03, 1992|4|SS|Celebrities - Fictional - Licensed Theme
Lexington|Bally Manufacturing Corporation|Unknown|1|EM|Sports - Horse Racing
Liberty|Bally Manufacturing Corporation|May, 1944|1|EM|Unknown
Liberty|Daval Mfg Company Incorporated, G.B.|May, 1939|1|EM|America - Patriotism
Liberty|Sullivan-Nolan Advertising Company [WWII Conversions Only]|March, 1943|1|EM|Unknown
Liberty|D. Gottlieb &amp; Company|April, 1942|1|EM|Unknown
Liberty Bell|Williams Electronics, Incorporated|April, 1977|2|EM|Unknown
Liberty Bell|D. Gottlieb &amp; Company|May, 1935|1|EM|Unknown
Liberty Belle|D. Gottlieb &amp; Company|January, 1962|4|EM|American Patriotism
Libra|Centro Matic S.A.|1974|1|EM|Zodiac
LICA|Unknown Manufacturer|Unknown|1|ME|Unknown
Lido|Unknown Manufacturer|Unknown|1|EM|Nightclubs - Nightlife
Lido|Bally Manufacturing Corporation|Unknown|1|EM|Unknown
Life|American Amusement Company|May, 1932|1|ME|Unknown
Liga|Tura Automatenfabrik Gmbh|1936|1|EM|Unknown
Light House|Scientific Machine Corporation|April, 1934|1|EM|Lighthouses - Nautical
Light King|Unknown Manufacturer|Unknown|1|ME|Unknown
Light Speed|Williams Electronics, Incorporated|own|Unknown|SS|Unknown
Lighthouse|A.B.T. Manufacturing Company|March, 1936|1|EM|Unknown
Lightning|Marvel Manufacturing Company|August, 1947|1|EM|Unknown
Lightning|Stern Electronics, Incorporated|March, 1981|4|SS|Fantasy - Norse God of Lightning
Lightning|Exhibit Supply Company|August, 1938|1|EM|Unknown
Lightning 36 (First Style)|Exhibit Supply Company|April, 1934|1|EM|Unknown
Lightning 38 (New Style)|Exhibit Supply Company|June, 1934|1|EM|Unknown
Lightning 44 (First Style)|Exhibit Supply Company|April, 1934|1|EM|Unknown
Lightning 44 (New Style)|Exhibit Supply Company|June, 1934|1|EM|Unknown
Lightning Ball|D. Gottlieb &amp; Company|October 27, 1959|1|EM|Unknown
Lights Out|Bally Manufacturing Corporation|August, 1936|1|EM|Unknown
Lights Out|Excels|August, 1936|1|EM|Unknown
Lights Out Special|Bally Manufacturing Corporation|1936|1|EM|Unknown
Lights...Camera...Action!|Premier Technology|December, 1989|4|SS|Movie Making - Show Business
Lime Light|Bally Manufacturing Corporation|May, 1940|1|EM|Unknown
Lin-Up|Lin Up Manufacturing Company|June, 1933|1|ME|Unknown
Line Drive|Williams Electronics, Incorporated|February, 1972|2|EM|Sports - Baseball
Line up|Shyvers Manufacturing Company|February, 1937|1|EM|Unknown
Line-O|Western Equipment &amp; Supply Company|January, 1936|1|EM|Unknown
Line-up|Baker Novelty and Manufacturing Company|November, 1940|1|EM|Unknown
Line-Up|Bally Manufacturing Corporation|November, 1937|1|EM|Unknown
Lite A Basket|H. C. Evans &amp; Company|February, 1936|1|EM|Unknown
Lite A Pair|J. H. Keeney and Company Incorporated|February, 1937|1|EM|Unknown
Lite-A-Card|D. Gottlieb &amp; Company|February, 1960|2|EM|Playing Cards
Lite-A-Line|Amusement Novelty Supply|December, 1935|1|EM|Unknown
Lite-A-Line|Bally Manufacturing Corporation|Unknown|1|EM|Unknown
Lite-A-Line|Pacific Amusement Manufacturing Company|October, 1934|1|EM|Unknown
Lite-A-Line|J. H. Keeney and Company Incorporated|June, 1951|1|EM|Unknown
Lite-A-Line|J. H. Keeney and Company Incorporated|1962|2|EM|Unknown
Lite-League|Amusematic Corporation|February, 1946|1|EM|Sports - Baseball
Lite-O-Card|D. Gottlieb &amp; Company|November, 1939|1|EM|Unknown
Little Chief|Williams Electronics, Incorporated|September 24, 1975|4|EM|American West
Little Dandy|Chicago Coin Machine Manufacturing Company|January, 1939|1|EM|Unknown
Little Joe|Bally Manufacturing Corporation|August, 1972|4|EM|Playing Dice
Little Joe|D. Gottlieb &amp; Company|February, 1950|1|EM|Unknown
Little Joe|Buckley Manufacturing Company|December, 1932|1|ME|Playing Dice
Little League|Midway Manufacturing Company|1966|1|EM|Sports - Baseball
Little Manhattan|Caille-Schiemer Company|1901|1|Unknown|Unknown
Little Monarch|King Game Factories|Unknown|1|ME|Unknown
Little Pro|Southland Engineering, Incorporated|1964|1|EM|Sports - Golf
Little Pro|Bromley, Inc.|1990|1|SS|Sports - Golfing
Live Power|Exhibit Supply Company|1942|1|EM|Unknown
Live Power|Dudley-Clark Company|November, 1934|1|EM|Unknown
Live Wire|Chicago Coin Machine Manufacturing Company|January 13, 1937|1|EM|Unknown
Loch Ness Monster|Game Plan, Incorporated|November, 1985|4|SS|Unknown
Locomotion|Zaccaria|September, 1981|4|SS|Travel - Railroad
Log Cabin|Caille-Schiemer Company|January, 1901|1|ME|Unknown
Log Cabin|Caille Bros.|January, 1903|1|ME|Unknown
Log Cabin|Caille Bros.|July 30, 1901|1|ME|Unknown
London|Bally Manufacturing Corporation|Unknown|1|EM|Unknown
Lone Eagle|Lone Eagle Manufacturing Company|October, 1933|1|ME|Unknown
Lone Eagle|C. &amp; D. Manufacturing Company|June, 1933|1|ME|Unknown
Lone Star|Exhibit Supply Company|July, 1940|1|EM|Rodeo - Western
Lone Star|Bally Manufacturing Corporation|1935|1|EM|Unknown
Lone Star|Unknown Manufacturer|1935|1|EM|American Places
Lone Star Derby|Standard Amusement Company|own|Unknown|ME|Horse Racing
Long Beach|Genco Manufacturing Company|August, 1937|1|EM|Nautical - Speedboat Racing - Water
Long Beach|Williams Manufacturing Company|July 28, 1952|1|EM|Unknown
Long Island|Automatenbau Förster|June, 1966|2|EM|Fun Park
Long Shot|Bally Manufacturing Corporation|November, 1940|1|EM|Sports - Horse Racing
Long Shot|D. Gottlieb &amp; Company|February, 1936|1|EM|Unknown
Longacres|Victory Sales Company|January, 1949|1|EM|Unknown
Longacres|Bally Manufacturing Corporation|Unknown|1|EM|Sports - Horse Racing
Longchamp|Exhibit Supply Company|1940|1|EM|Unknown
Looney|Richard Manufacturing Company|October, 1932|1|ME|Unknown
Loop|Mills Novelty Company|December, 1935|1|EM|Unknown
Loop Ball|Success Games Company|August, 1932|1|ME|Unknown
Loop the Loop|Bally Manufacturing Corporation|September, 1966|2|EM|Circus/Carnival
Loop the Loop|Bally Manufacturing Corporation|1966|2|EM|Circus/Carnival
Loop-A-Ball|Western Electric Piano Company|February, 1932|1|ME|Unknown
Looping 6 et 9|Compagnie Industrielle Des appareils Automatiques|Unknown|1|ME|Unknown
Lortium|Automaticos MonteCarlo|Unknown|4|SS|Space Fantasy
Lortium|Juegos Populares, S.A.|1987|4|SS|Space Fantasy
Lost In Space|Sega Pinball, Incorporated|May, 1998|6|SS|Unknown
Lost World|Bally Manufacturing Corporation|August, 1978|4|SS|Fantasy
Lot-O-Fun|D. Gottlieb &amp; Company|May, 1939|1|EM|Unknown
Lot-O-Smoke|D. Gottlieb &amp; Company|April, 1939|1|EM|Unknown
Lotta-Fun|Bally Manufacturing Corporation|Unknown|1|EM|Unknown
Louisiana|SIRMO Games S.A.|December, 1984|1|SS|Unknown
Louisiana 2001|SIRMO Games S.A.|Unknown|1|SS|American Places
Love Bug|Williams Electronics, Incorporated|March, 1971|1|EM|Dancing - Happiness - Music
Love in World|Unknown Manufacturer|Unknown|1|EM|Love - Romance
Lovely Lucy|D. Gottlieb &amp; Company|February, 1954|1|EM|Music - Dancing
Lovers|Mondialmatic|1979|1|EM|Unknown
Luck Smile|Industria (Electromecánica) de Recreativos S.A|1976|4|EM|Gambling
Lucky|Chicago Coin Machine Manufacturing Company|September 01, 1939|1|EM|Sports - Auto Racing
Lucky|Chicago Coin Machine Manufacturing Company|September 08, 1939|1|EM|Sports - Auto Racing
Lucky 7|Bally Manufacturing Corporation|Unknown|1|EM|Unknown
Lucky Ace|Segasa|1975|1|EM|Cards/Gambling
Lucky Ace|Williams Electronics, Incorporated|November 06, 1974|1|EM|Cards/Gambling
Lucky Card|D. Gottlieb &amp; Company, a Columbia Pictures Industries Company|July, 1977|1|EM|Unknown
Lucky Card|Eagle|Unknown|1|EM|Playing Cards
Lucky Double|Unknown Manufacturer|Unknown|1|EM|Sports - Horse Racing
Lucky Draw|Mirco Games, Incorporated|June, 1978|4|SS|Cards/Gambling
Lucky Fruit|Zaccaria|1975|1|EM|Agriculture - Happiness
Lucky Hand|D. Gottlieb &amp; Company, a Columbia Pictures Industries Company|June, 1977|1|EM|Playing Cards
Lucky Inning|Williams Manufacturing Company|May 08, 1950|1|EM|Sports - Baseball
Lucky Man|Nordamatic|1976|2|EM|Gambling
Lucky Roll|Recel S. A.|1981|1|SS|Unknown
Lucky Roll|Royal Novelty Company|February, 1932|1|ME|Unknown
Lucky Seven|Williams Electronics, Incorporated|July, 1977|2|EM|Gambling
Lucky Seven|Williams Electronics, Incorporated|March, 1978|4|SS|Gambling
Lucky Shot|Costruzioni Elettroniche Automatiche|1976|1|SS|Sports - Bowling
Lucky Star|D. Gottlieb &amp; Company|May, 1947|1|EM|Girls - Glamour - Women
Lucky Star|Lucky Star Manufacturing Company|February, 1932|1|ME|Unknown
Lucky Stars|Genco Manufacturing Company|December, 1935|1|EM|Unknown
Lucky Strike|Genco Manufacturing Company|February, 1940|1|EM|Sports - Bowling
Lucky Strike|Pace Manufacturing Company Incorporated|February, 1932|1|ME|Unknown
Lucky Strike|Lindstrom Tool and Toy Company|Unknown|1|ME|Unknown
Lucky Strike|Williams Electronic Manufacturing Company|August 20, 1965|1|EM|Sports - Bowling
Lucky Strike|Taito do Brasil, a division of Taito, Japan|Unknown|4|EM|Sports - Bowling
Lucky Strike|Scott, Adickes &amp; Cie|1933|1|ME|Unknown
Lucky Strike|D. Gottlieb &amp; Company|November, 1975|1|EM|Unknown
Lucky Strike|Bally Manufacturing Corporation|June, 1938|1|EM|Unknown
Lucky Strike|Lucky Strike Manufacturing Company|February, 1932|1|ME|Unknown
Lucky Strike (Marble)|Lucky Strike Manufacturing Company|January, 1932|1|ME|Unknown
Lucky Strike (Steel Ball)|Lucky Strike Manufacturing Company|1932|1|ME|Unknown
Lucky Stroke|B. G. Melton and Company|May, 1932|2|ME|Unknown
Lucky Tri|Rotor Table Games Co, Incorporated|1936|1|EM|Unknown
Lucky Twins|DeLuxe Amusement Company|February, 1933|2|ME|Unknown
Lulu|Williams Manufacturing Company|December 16, 1954|1|EM|Sports - Ice Skating
Luna Park|Billares Quevedo|Unknown|1|EM|Unknown
Lunar Shot|Williams Electronics, Incorporated|August 14, 1967|1|EM|Outer Space
Lunelle|Taito do Brasil, a division of Taito, Japan|Unknown|4|SS|Fantasy
M Game|Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated|November, 1986|4|SS|Unknown
M-W Pin|Lindstrom Tool and Toy Company|own|Unknown|ME|Unknown
Mac Attack|Mr. Game|1989|4|SS|Fantasy
Mac Jungle|Maquinas Automaticas Computerizadas, S.A.|1995|4|SS|Unknown
Mac Jungle|Maquinas Automaticas Computerizadas, S.A.|March, 1987|4|SS|Fantasy - Jungle
Mac's Galaxy|Maquinas Automaticas Computerizadas, S.A.|March, 1986|4|SS|Unknown
Macao|Elettrocoin|1968|1|EM|Gambling - Dice
Mach 2.0 Two|Spinball S.A.L.|own|Unknown|SS|Aviation
Mad|Data East Pinball, Incorporated|Unknown|4|SS|Unknown
Mad Cap|Stoner Manufacturing Company|January, 1936|1|EM|Dancing - Music - Nightlife - Singing
Mad Race|Playmatic|1985|4|SS|Unknown
Mad World|Bally Manufacturing Corporation|May, 1964|2|EM|Unknown
Madame Butterfly|Nate Schneller Incorporated|April, 1949|1|EM|Unknown
Mademoiselle|D. Gottlieb &amp; Company|October, 1959|2|EM|Pageantry
Madison Square Gardens|D. Gottlieb &amp; Company|June, 1950|1|EM|Sports - Boxing
Magic|Stern Electronics, Incorporated|August, 1979|4|SS|Fantasy
Magic|Playmatic|1973|1|EM|Fantasy - Magic
Magic|Exhibit Supply Company|December, 1948|1|EM|Magic
Magic|D. Gottlieb &amp; Company, a Columbia Pictures Industries Company|Unknown|4|SS|Magic
Magic Baseball|The Shelden, Dickson &amp; Steven Mfg. Co.|1965|1|EM|Sports - Baseball
Magic Card|D. Gottlieb &amp; Company|own|Unknown|EM|Unknown
Magic Castle|Zaccaria|September, 1984|4|SS|Fantasy - Vampires
Magic Circle|Bally Manufacturing Corporation|June, 1965|1|EM|Unknown
Magic Circus|SIRMO Games S.A.|Unknown|1|SS|Unknown
Magic City|Williams Electronic Manufacturing Company|January 11, 1967|1|EM|American Places
Magic Clock|Bally Manufacturing Corporation|June, 1965|1|EM|Unknown
Magic Clock|Williams Electronic Manufacturing Company|December 05, 1960|2|EM|Dancing – Outdoor Activities
Magic Continental Bounty|The Slot Construction Company B.V.B.A.|Unknown|1|SS|Unknown
Magic Eight|Geiger-Automatenbau GmbH|1980|4|SS|Billiards
Magic House|SIRMO Games S.A.|2013|1|SS|Unknown
Magic Lamp|J. H. Keeney and Company Incorporated|April, 1937|1|EM|Unknown
Magic Lites|Jack Rogers|1959|1|EM|Unknown
Magic Picture Pin|Arkon Automaten, GmbH|April, 1982|4|SS|Magic - Occult
Magic Picture Pin|Bell Games|January, 1982|4|SS|Unknown
Magic Pins|Rock-ola Manufacturing Corporation|January, 1937|1|EM|Unknown
Magic Ring|Bally Manufacturing Corporation|Unknown|1|EM|Unknown
Magic Screen|SIRMO Games S.A.|Unknown|1|SS|Unknown
Magic Tombola|SIRMO Games S.A.|Unknown|1|SS|Unknown
Magic Town|Williams Electronic Manufacturing Company|February 10, 1967|1|EM|American Places
Magic Wizard|D. Gottlieb &amp; Company|December, 1971|1|EM|Unknown
Magic-Dixieland|Unknown Manufacturer|Unknown|1|SS|Unknown
Magik Carpet|Unknown Manufacturer|Unknown|1|EM|Unknown
Magnotron|D. Gottlieb &amp; Company|August, 1974|4|EM|Fantasy
Main Street|Bally Manufacturing Corporation|1935|1|EM|Unknown
Maisie|D. Gottlieb &amp; Company|March, 1947|1|EM|Beach - Boating - High Diving - Recreation - Swimming - Water - Women
Majestic|Field Manufacturing Corporation|February, 1932|1|ME|Unknown
Majestic|Bally Manufacturing Corporation|December, 1935|1|EM|Unknown
Majestic|D. Gottlieb &amp; Company|February 04, 1957|4|EM|Pageantry
